ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move,drug_name,catalyst_summary
CADL,2024-12-11,288.2,68.11,7.75,100772800,16.03,4.25,Gainer,Clinical Data,68.11,CAN-2409,"Candel Therapeutics (CADL) announced on December 11, 2024, that its Phase 3 trial of CAN-2409 in intermediate-to-high-risk localized prostate cancer met its primary endpoint of statistically significant improvement in disease-free survival.[1][3]"
PEPG,2025-02-24,427.6,67.15,2.29,109229500,15.17,4.43,Gainer,Clinical Data,67.15,PGN-EDODM1,"PepGen announced initial positive clinical trial data from the 5 mg/kg and 10 mg/kg cohorts of the ongoing FREEDOM-DM1 Phase 1 study for PGN-EDODM1 in myotonic dystrophy type 1 (DM1) on February 24, 2025, showing mean splicing corrections of 12.3% and 29.1%, respectively.[5][6]"
ALDX,2023-10-16,328.5,-66.3,1.83,21521000,33.07,2.0,Loser,Clinical Data,66.3,reproxalap,"On October 16, 2023, Aldeyra Therapeutics (ALDX) announced minutes from a late-cycle FDA review meeting for the reproxalap NDA in dry eye disease, indicating the potential need for an additional clinical trial rather than new trial results or data.[4][5][6][7]"
PRAX,2023-03-03,9341.1,-65.86,14.95,2311593,36.93,1.78,Loser,Clinical Data,65.86,ulixacaltamide (PRAX-944),"Praxis Precision Medicines announced topline results from the Essential1 Phase 3 study of ulixacaltamide for essential tremor on March 3, 2023, showing numerical improvement in the primary endpoint.[3][5]"
MIRA,2024-03-08,53.2,65.26,1.57,26172400,7.91,8.25,Gainer,Clinical Data,65.26,sonelokimab,"MoonLake Immunotherapeutics referenced positive MIRA trial data showing a 43% HiSCR75 response rate with 120mg sonelokimab (29 ppt delta vs placebo, p<0.001) at week 12 in their FDA Type B meeting announcement, but no new results were announced specifically on or around 2024-03-08; a presentation was planned for the AAD 2024 meeting.[1][4]"
IXHL,2025-07-18,50.6,64.86,18.3,16380430,8.44,7.68,Gainer,Clinical Data,64.86,IHL-42X,"Incannex (IXHL) announced positive topline results from the RePOSA Phase 2 clinical trial of IHL-42X for obstructive sleep apnea on or around July 18, 2025, showing up to 83% AHI reduction, significant improvements in sleep quality and patient outcomes, and an excellent safety profile with no serious adverse events."
IMMP,2023-05-17,412.1,64.78,2.62,78984500,9.41,6.89,Gainer,Clinical Data,64.78,eftilagimod alpha (efti),"Immutep (IMMP) announced positive clinical trial data from Part A of the Phase II TACTI-002 study in first-line NSCLC on May 17, 2023, causing shares to surge 64.8%.[6]"
VERA,2023-01-04,2895.6,-64.7,6.46,8359300,,,Loser,Clinical Data,64.7,atacicept,"Vera Therapeutics announced positive topline results from the Phase 2b ORIGIN clinical trial on January 3-4, 2023, showing that atacicept met its primary endpoint with a 33% mean reduction in proteinuria in the 150 mg dose group at 24 weeks for IgA nephropathy treatment."
KALA,2023-03-03,346.3,64.7,16.75,7233900,9.67,6.69,Gainer,Clinical Data,64.7,KPI-012,"Kala Pharmaceuticals announced positive safety data from Cohort 1 of the CHASE Phase 2b clinical trial for KPI-012 on March 27, 2023, showing no safety issues in two patients treated with the high dose, with topline efficacy data targeted for Q1 2024.[2]"
CRDF,2024-03-01,130.7,64.41,2.91,45135600,6.65,9.68,Gainer,Clinical Data,64.41,onvansertib,"Cardiff Oncology (CRDF) announced a clinical update on February 29, 2024, from its Phase 2 randomized second-line ONSEMBLE trial in RAS-mutated mCRC, providing new data on onvansertib's efficacy in bev-naïve patients, though no results from the first-line CRDF-004 trial were released on or around March 1, 2024 (CRDF-004 topline expected mid-2024).[2]"
ENGN,2023-12-04,677.2,64.13,12.31,734300,13.74,4.67,Gainer,Clinical Data,64.13,EG-70 (detalimogene voraplasmid),"enGene announced on or around December 2023 that the Phase 1 portion of the LEGEND study for EG-70 in BCG-unresponsive non-muscle invasive bladder cancer achieved primary and secondary endpoints, including a 68% 3-month complete response rate in 22 patients, with the pivotal Phase 2 portion underway and interim data expected mid-2024.[1][8]"
CRNX,2023-09-11,4213.2,63.31,26.08,24909600,6.47,9.79,Gainer,Clinical Data,63.31,paltusotine,"Crinetics announced on September 10, 2023, that paltusotine achieved positive results by meeting the primary endpoint and all secondary endpoints of the Phase 3 PATHFNDR-1 study in acromegaly patients."
ADCT,2023-12-13,507.9,63.11,1.68,7690400,9.66,6.54,Gainer,Clinical Data,63.11,ZYNLONTA,"ADC Therapeutics announced initial Phase 2 clinical trial results for ZYNLONTA in combination with rituximab on December 12, 2023, showing a 96% overall response rate and 85% complete response rate in relapsed/refractory follicular lymphoma patients."
ADCT,2024-12-06,507.9,63.02,3.13,8898700,9.03,6.98,Gainer,Clinical Data,63.02,ZYNLONTA,"ADC Therapeutics announced on December 6, 2024, an upcoming initial data update from the LOTIS-7 Phase 1b trial evaluating ZYNLONTA in combination with glofitamab, with positive results (94% ORR, 72% CR rate) released on December 11, 2024."
PALI,2023-08-09,264.1,-62.89,10.8,294433,33.23,1.89,Loser,Clinical Data,62.89,PALI-2108,"No clinical trial data or results for PALI-2108 (PALI) were announced on or around August 9, 2023; that date featured topline data from the unrelated LB1148 Phase 2 PROFILE study.[8]"
VRCA,2023-12-15,87.5,61.97,60.9,5312960,7.19,8.62,Gainer,Clinical Data,61.97,TO-208,"Verrica Pharmaceuticals announced positive top-line results from their partner Torii Pharmaceutical's confirmatory Phase 3 trial of TO-208 (VP-102) for molluscum contagiosum in Japan on December 15, 2023, showing statistically significant complete clearance versus placebo with good tolerability.[6]"
IFRX,2023-04-05,62.3,61.8,6.1,95121900,8.56,7.22,Gainer,Clinical Data,61.8,vilobelimab,"InflaRx announced FDA Emergency Use Authorization for vilobelimab (Gohibic) on April 4, 2023, based on positive Phase III PANAMO trial results showing a 23.9% relative reduction in 28-day all-cause mortality versus placebo in critically ill COVID-19 patients, with a conference call scheduled for April 5, 2023."
IXHL,2025-05-15,50.6,-61.57,8.07,13183517,63.06,0.98,Loser,Clinical Data,61.57,IHL-42X,"Incannex Healthcare (IXHL) announced positive Phase 2 trial results for IHL-42X in treating obstructive sleep apnea on or around May 15, 2025, showing up to 83% AHI reduction, significant patient-reported improvements, and an excellent safety profile.[1][2][5]"
IXHL,2025-07-24,50.6,61.39,48.9,13942510,9.04,6.79,Gainer,Clinical Data,61.39,IHL-42X,"Incannex (IXHL) announced positive topline results from the RePOSA Phase 2 trial of IHL-42X for obstructive sleep apnea on July 30, 2025, showing significant AHI reductions up to 83% in the high-dose group, improvements in oxygenation and patient-reported outcomes, and a strong safety profile with no serious adverse events.[1]"
KZIA,2024-10-17,95.8,60.61,26.5,341226,9.84,6.16,Gainer,Clinical Data,60.61,paxalisib,No clinical trial data or results for KZIA were announced on or around 2024-10-17; the relevant announcements occurred in October 2024 for Phase I data with radiation therapy and later in 2025 for TNBC responses including an initial iCR and preliminary Phase 1b partial responses.
PLRX,2025-02-10,79.9,-60.59,3.07,20039400,40.31,1.5,Loser,Clinical Data,60.59,bexotegrast,"Pliant Therapeutics (PLRX) announced a voluntary pause of dosing in the Phase 2b/3 BEACON-IPF trial for bexotegrast on or around February 10, 2025, following a data safety monitoring board review, with no new patient enrollment and the trial remaining blinded.[3][4]"
PLRX,2025-03-03,79.9,-59.88,1.38,19506600,33.42,1.79,Loser,Clinical Data,59.88,bexotegrast,"On March 3, 2025, Pliant Therapeutics (PLRX) announced the discontinuation of the BEACON-IPF Phase 2b/3 trial for bexotegrast in idiopathic pulmonary fibrosis due to an imbalance in IPF-related adverse events, while noting early evidence of efficacy on the forced vital capacity endpoint."
IFRX,2025-05-28,62.3,-59.84,0.73,8156100,31.1,1.92,Loser,Clinical Data,59.84,vilobelimab,"On May 28, 2025, InflaRx announced that the Independent Data Monitoring Committee recommended stopping the Phase 3 vilobelimab trial in pyoderma gangrenosum due to futility."
ANVS,2024-04-29,71.0,-59.58,7.28,9558900,31.94,1.87,Loser,Clinical Data,59.58,buntanetap,"Annovis Bio (ANVS) announced statistically significant Phase II/III clinical trial data for buntanetap in early Alzheimer's disease on April 29, 2024, showing dose-dependent cognitive improvements in mild AD patients and reduced plasma tTau levels, though primary endpoints across all patients did not meet significance.[1][2]"
ANNX,2023-05-25,834.7,-59.38,2.1,11974200,32.46,1.83,Loser,Clinical Data,59.38,ANX007,"ANX007 failed to meet its primary endpoint in the ARCHER Phase 2 trial for geographic atrophy, showing no statistically significant improvement in lesion area reduction compared to sham control at 12 months, though it did show a 59% reduction in risk of vision loss."
OSTX,2024-08-02,51.8,59.36,4.0,5138100,,,Gainer,Clinical Data,59.36,OST-HER2,"OS Therapies announced positive Phase 1 safety data for OST-HER2 in HER2-expressing solid tumors, including breast cancer patients, on August 1, 2024, confirming it was safe and well-tolerated at the dose used in the ongoing Phase 2b trial.[1][9]"
ENGN,2023-10-27,677.2,59.33,28.44,249600,22.94,2.59,Gainer,Clinical Data,59.33,EG-70,"enGene's 2023 Annual Report details Phase 1 interim results for EG-70 (detalimogene voraplasmid) in BCG-unresponsive NMIBC, reporting a 68% 3-month complete response rate across doses and 70% at the recommended Phase 2 dose, with data collected up to October 31, 2023."
MESO,2023-08-04,2103.1,-58.9,3.28,3655950,25.26,2.33,Loser,Clinical Data,58.9,remestemcel-L,"On or around August 4, 2023, the FDA issued a Complete Response Letter (CRL) to Mesoblast's BLA resubmission for remestemcel-L in pediatric steroid-refractory acute graft-versus-host disease, referencing phase 3 trial data including survival outcomes.[5][8]"
AGEN,2024-07-18,120.4,-58.83,7.3,9129600,30.2,1.95,Loser,Clinical Data,58.83,botensilimab (BOT) and balstilimab (BAL),"Agenus announced topline interim Phase 2 data for BOT/BAL in MSS colorectal cancer on July 18, 2024, showing an ORR of 19.4% for the BOT 75mg/BAL combination and a 6-month survival rate of 90%, consistent with Phase 1 results.[1]"
NERV,2024-02-27,285.6,-58.82,2.8,1946400,59.84,0.98,Loser,Clinical Data,58.82,NVG-291,"NervGen Pharma announced positive topline data from the chronic cohort of its Phase 1b/2a clinical trial of NVG-291 in spinal cord injury, meeting one co-primary endpoint for improved motor connectivity, though the exact announcement date is not specified as on or around February 27, 2024, with prior updates indicating data readout expected in Q3 2024.[1][4]"
DBVT,2025-03-28,1153.6,58.57,6.2,21798400,10.24,5.72,Gainer,Clinical Data,58.57,VIASKIN Peanut patch,"DBV Technologies (DBVT) announced positive topline results from the Phase 3 VITESSE trial of the VIASKIN Peanut patch on December 16, 2025, showing 46.6% responder rate vs 14.8% placebo, with BLA submission planned for H1 2026."
LXRX,2025-03-03,614.3,-58.57,0.29,61639200,33.99,1.72,Loser,Clinical Data,58.57,pilavapadin (LX9211),"Lexicon Pharmaceuticals (LXRX) scheduled the announcement of topline results from the Phase 2b PROGRESS study of pilavapadin for diabetic peripheral neuropathic pain on March 3, 2025, with subsequent data presentations confirming a two-point reduction in average daily pain scores by week 12 at the 10 mg dose.[1][2]"
EYPT,2023-04-21,1453.7,58.45,9.0,22708600,8.35,7.0,Gainer,Clinical Data,58.45,DURAVYU,"EyePoint Pharmaceuticals announced positive interim 16-week data from the ongoing Phase 2 VERONA clinical trial of DURAVYU for Diabetic Macular Edema on April 21, 2023.[6]"
NTHI,2025-07-02,245.0,57.91,5.29,282100,14.02,4.13,Gainer,Clinical Data,57.91,NEO100,"No clinical trial data or results for NTHI (NeOnc Technologies) were announced on or around 2025-07-02; the nearest relevant announcement was a strategic term sheet on July 08, 2025, with updated clinical results from Phase 1/2a trials for intranasal NEO100 reported later on December 15, 2025."
PALI,2023-03-30,264.1,57.74,39.75,2071680,8.19,7.05,Gainer,Clinical Data,57.74,PALI-2108,
DWTX,2023-11-02,91.4,57.28,20.25,523656,13.1,4.37,Gainer,Clinical Data,57.28,IMC-2,"On November 2, 2023, Dogwood Therapeutics received a Nasdaq listing notification letter, and around that time the company announced results from the Bateman Horne Center's investigator-initiated study showing that IMC-2 (valacyclovir and celecoxib combination) demonstrated statistically significant reductions in Long-COVID related fatigue, orthostatic intolerance, pain, and anxiety."
ATHE,2025-01-30,62.4,57.04,4.57,23091800,9.86,5.78,Gainer,Clinical Data,57.04,ATH434,"Alterity Therapeutics (ATHE) announced positive topline results from the ATH434-201 Phase 2 clinical trial in early-stage multiple system atrophy (MSA) patients on January 30, 2025, showing statistically significant slowing of clinical progression with the 50 mg dose (48% at 52 weeks, p=0.03) and good tolerability.[3][4]"
OVID,2025-08-13,116.1,56.86,0.86,9380200,8.03,7.08,Gainer,Clinical Data,56.86,OV350,"Ovid Therapeutics announced Phase 1 clinical trial results for OV350, an IV KCC2 activator, on August 13, 2025, as part of their Q2 2025 financial results, showing it met safety, tolerability, and PK objectives with central activity via qEEG, though the IV program will not advance further in favor of oral candidates like OV4071.[1][3]"
ALXO,2023-10-03,276.8,56.13,7.51,42677500,7.3,7.68,Gainer,Clinical Data,56.13,evorpacept,"ALX Oncology (ALXO) announced positive interim Phase 2 ASPEN-06 clinical trial results for evorpacept on October 3, 2023, showing a confirmed ORR of 52% versus 22% for control."
FULC,2023-02-24,558.1,-56.09,5.66,9926900,20.78,2.7,Loser,Clinical Data,56.09,FTX-6058,"On February 24, 2023, Fulcrum announced Phase 1b trial data for FTX-6058 showing HbF increases up to 9.5% in sickle cell disease patients, but the FDA simultaneously placed a clinical hold on the trial due to preclinical safety concerns related to potential hematological malignancies associated with PRC2 inhibitors."
TNXP,2025-02-03,178.6,-55.81,19.0,3279481,45.86,1.22,Loser,Clinical Data,55.81,TNX-1500,"Tonix Pharmaceuticals announced positive topline results from a Phase 1 trial of TNX-1500 on February 6, 2025, showing the drug blocked primary and secondary antibody responses at 10 mg/kg and 30 mg/kg doses with a mean half-life of 34-38 days supporting monthly dosing."
CRDF,2024-12-10,130.7,54.92,3.78,48663900,7.14,7.69,Gainer,Clinical Data,54.92,onvansertib,"Cardiff Oncology announced positive initial Phase 2 CRDF-004 trial data on December 10, 2024, showing 64% objective response rate with the 30mg dose of onvansertib plus standard care versus 33% with standard care alone in first-line RAS-mutated metastatic colorectal cancer."
MAZE,2025-09-11,2193.8,54.81,24.8,5085400,7.57,7.24,Gainer,Clinical Data,54.81,MZE782,"Maze Therapeutics announced positive Phase 1 clinical trial results for MZE782, an SLC6A19 inhibitor for PKU and CKD, on September 11-12, 2025, showing dose-dependent increases in urinary phenylalanine excretion up to 42-fold, a clean safety profile, and reversible eGFR dips in 112 healthy volunteers."
ABOS,2023-07-17,190.2,54.78,9.72,29215900,8.99,6.1,Gainer,Clinical Data,54.78,ACU193,"Acumen Pharmaceuticals announced positive Phase 1 INTERCEPT-AD trial results for ACU193, an amyloid-beta oligomer targeting antibody therapy for early Alzheimer's disease, demonstrating a favorable safety profile and dose-related central target engagement."
EWTX,2024-09-19,3222.6,54.69,29.5,11932300,6.89,7.94,Gainer,Clinical Data,54.69,EDG-7500,"Edgewise Therapeutics (EWTX) announced positive top-line data from a Phase 1 trial in healthy subjects and Phase 2 CIRRUS-HCM Part A trial in obstructive HCM patients on September 19, 2024, showing significant reductions in LVOT gradients without meaningful LVEF changes."
TIL,2024-09-09,60.4,54.32,21.99,1144900,6.82,7.97,Gainer,Clinical Data,54.32,,"No search results indicate any clinical trial data or results for TIL therapies were announced on or around September 9, 2024; the closest references are to a November 20, 2024 data cutoff for lifileucel and earlier approvals or interim data without specific mention of that date."
TVGN,2024-10-23,53.2,54.04,2.48,135362700,19.3,2.8,Gainer,Clinical Data,54.04,TVGN 489,"No clinical trial data or results for TVGN were announced on or around October 23, 2024; the Phase I proof-of-concept topline results were announced on October 8, 2024, with related press releases on October 25, 2024 referencing prior data."
ENLV,2024-04-11,273.0,-54.02,1.83,2820900,29.04,1.86,Loser,Clinical Data,54.02,Allocetra,"Enlivex announced positive Phase II trial results on April 11, 2024, showing 65% reduction in overall mortality and substantial SOFA score reductions in sepsis patients, with a favorable safety profile."
EQ,2024-02-06,110.8,53.75,1.23,4997100,8.48,6.34,Gainer,Clinical Data,53.75,EQU-001,"Equilibre Biopharmaceuticals announced positive Phase 2 topline results for EQU-001 showing a 35.7% median reduction in focal seizure frequency over placebo in the 60 mg treatment arm, with a clean safety profile."
TNYA,2025-03-04,121.6,-53.54,0.44,26280200,30.47,1.76,Loser,Clinical Data,53.54,TN-201,"Tenaya Therapeutics (TNYA) announced late-breaker presentation of new interim clinical trial data from the MyPEAK-1 Phase 1b/2 trial of TN-201 on March 31, 2025, at the ACC Annual Meeting, showing TN-201 was well-tolerated with robust transduction, increasing RNA/protein expression, and clinical improvements in Cohort 1 patients.[1][3][4]"
WVE,2024-09-24,2587.6,53.37,8.19,15728000,6.6,8.08,Gainer,Clinical Data,53.37,WVE-N531,"On September 24, 2024, Wave Life Sciences announced positive interim 24-week data from the Phase 2 FORWARD-53 trial of WVE-N531, showing substantial dystrophin expression, improvements in muscle health, and good safety in boys with Duchenne muscular dystrophy amenable to exon 53 skipping."
COGT,2023-12-11,6305.7,-53.01,4.06,20991900,21.27,2.49,Loser,Clinical Data,53.01,bezuclastinib,"Cogent Biosciences (COGT) announced updated clinical results from Part 1 of the ongoing Phase 2 APEX trial of bezuclastinib in advanced systemic mastocytosis to be presented at the 2023 ASH annual meeting on December 11, 2023.[5]"
ARVN,2025-03-11,974.3,-52.73,8.3,19027400,23.88,2.21,Loser,Clinical Data,52.73,vepdegestrant,"Arvinas and Pfizer announced positive topline results from the Phase 3 VERITAC-2 clinical trial of vepdegestrant on March 11, 2025, achieving the primary endpoint of statistically significant improvement in progression-free survival in the ESR1-mutant population compared to fulvestrant.[1]"
DWTX,2025-01-27,91.4,52.63,17.4,15118900,21.75,2.42,Gainer,Clinical Data,52.63,Halneuron,"No clinical trial data or results for DWTX were announced on or around January 27, 2025; the positive interim Phase 2b results for Halneuron in CINP were announced on December 22, 2025."
CADL,2024-12-19,288.2,52.53,9.96,12136500,19.35,2.71,Gainer,Clinical Data,52.53,CAN-2409,"Candel Therapeutics (CADL) announced on December 11, 2024, that its phase 3 trial of CAN-2409 in intermediate-to-high-risk localized prostate cancer met the primary endpoint of statistically significant improvement in disease-free survival compared to standard care alone.[1][3][6]"
SABS,2025-01-28,195.2,-52.52,2.07,1596500,26.07,2.01,Loser,Clinical Data,52.52,SAB-142,"SAB BIO announced positive topline Phase 1 clinical results for SAB-142, a treatment for stage 3 type 1 diabetes, on January 28, 2025.[2]"
PALI,2025-10-01,264.1,52.33,1.31,167377100,10.47,5.0,Gainer,Clinical Data,52.33,PALI-2108,"Palisade Bio announced the first patients dosed in a Phase 1b study of PALI-2108 on October 20, 2025, for fibrostenotic Crohn's disease treatment."
PTGX,2023-03-07,5756.4,51.91,23.09,22971500,5.85,8.87,Gainer,Clinical Data,51.91,JNJ-2113,"Protagonist Therapeutics (PTGX) announced positive topline results from the Phase 2b FRONTIER 1 clinical trial of oral IL-23 receptor antagonist JNJ-2113 in moderate-to-severe plaque psoriasis on March 7, 2023, meeting the primary endpoint of PASI-75 response.[2]"
TIL,2025-05-22,60.4,51.73,24.61,1349100,9.4,5.5,Gainer,Clinical Data,51.73,Amtagvi (lifileucel),"On May 22, 2025, Iovance Biotherapeutics announced five-year results from the Phase 2 C-144-01 trial of Amtagvi (lifileucel) TIL therapy in advanced melanoma at the ASCO Annual Meeting, showing a 31.4% ORR, median OS of 13.9 months, and 19.7% five-year survival."
KZIA,2025-11-25,95.8,51.36,12.79,1442800,9.62,5.34,Gainer,Clinical Data,51.36,paxalisib,"Kazia Therapeutics (KZIA) announced an initial immune-complete response (iCR) in a stage IV metastatic TNBC patient treated with paxalisib combined with pembrolizumab and chemotherapy under an expanded access protocol, building on an October 2, 2025 update of 86% tumor reduction, with the PRNewswire release dated around November 25, 2025[1]."
TNYA,2024-12-17,121.6,-51.04,1.41,42457700,37.38,1.37,Loser,Clinical Data,51.04,TN-201,"Tenaya Therapeutics (TNYA) announced promising early clinical trial data from the MyPEAK-1 Phase 1b/2 trial of TN-201 gene therapy for MYBPC3-associated hypertrophic cardiomyopathy on December 17, 2024, showing all three Cohort 1 patients improved to NYHA Class I status, robust transgene expression, and a generally well-tolerated safety profile."
ARCT,2025-10-22,233.8,-50.17,11.54,15239400,25.5,1.97,Loser,Clinical Data,50.17,ARCT-032,"On October 22, 2025, Arcturus Therapeutics announced interim Phase 2 results for ARCT-032, an inhaled mRNA therapy for cystic fibrosis, showing the drug was generally safe and well tolerated with trends of mucus reduction in four of six patients, though initial lung function measurements did not show meaningful improvement."
OM,2023-10-13,63.9,-49.93,50.85,599633,25.39,1.97,Loser,Clinical Data,49.93,OCS-01,"Oculis announced positive results from Stage 1 of its Phase 3 clinical trial for OCS-01 in diabetic macular edema on October 13, 2023, meeting primary and secondary endpoints with significant improvements in visual acuity and retinal thickness.[2]"
ALEC,2025-10-22,265.2,-49.84,1.61,48992900,20.88,2.39,Loser,Clinical Data,49.84,latozinemab (AL001),"Alector announced Phase 3 INFRONT-3 trial results on October 21, 2025, showing that latozinemab failed to meet its primary endpoint of slowing frontotemporal dementia progression, though it did achieve a statistically significant effect on the biomarker co-primary endpoint of plasma progranulin concentrations."
ELDN,2025-11-07,208.6,-49.76,2.06,29781200,26.12,1.91,Loser,Clinical Data,49.76,tegoprubart,"Eledon Pharmaceuticals presented Phase 2 BESTOW trial results for tegoprubart in kidney transplantation on November 6, 2025, with a conference call on November 7, 2025, showing eGFR of 69 mL/min/1.73 m² at 12 months versus 66 for tacrolimus, though not statistically significant.[1]"
NKTR,2023-02-24,1930.0,-49.66,22.35,1300080,17.45,2.85,Loser,Clinical Data,49.66,rezpegaldesleukin,"Nektar Therapeutics announced negative Phase 2 topline data for rezpegaldesleukin in systemic lupus erythematosus (SLE) on or around February 24, 2023, reporting that the study did not meet its primary endpoint of SLEDAI-2K score improvement despite some positive secondary endpoints."
NUVB,2025-11-19,2026.1,48.96,7.15,59110300,8.69,5.64,Gainer,Clinical Data,48.96,IBTROZI (taletrectinib),"On November 19, 2025, Nuvation Bio announced strong Q3 2025 performance including 204 new patient starts on IBTROZI, with updated clinical data continuing to show the drug's efficacy in ROS1+ NSCLC with 90% and 85% overall response rates in TKI-naïve patients."
MIRA,2024-07-23,53.2,-48.9,2.56,25641600,23.92,2.04,Loser,Clinical Data,48.9,Ketamir-2,"On July 22, 2024, MIRA Pharmaceuticals announced preclinical results showing Ketamir-2 restored normalized behavior in stressed animals using a validated PTSD model and demonstrated potential advantages for treating neurological and neuropsychiatric disorders with optimized brain delivery."
PYXS,2025-12-18,91.5,-48.66,1.73,10976000,30.48,1.6,Loser,Clinical Data,48.66,MICVO,"Pyxis Oncology (PYXS) announced positive preliminary Phase 1 clinical trial data for MICVO (micvotabart pelidotin) in recurrent/metastatic head and neck squamous cell carcinoma on December 18, 2025, reporting 46% confirmed ORR and 92% DCR in monotherapy (data cutoff November 3, 2025) and 71% ORR and 100% DCR in combination with pembrolizumab.[2][1]"
ENGN,2023-10-26,677.2,48.63,17.85,97900,26.08,1.86,Gainer,Clinical Data,48.63,EG-70,"enGene announced Phase 1 results from the LEGEND study for EG-70 (detalimogene voraplasmid) in BCG-unresponsive NMIBC, achieving primary and secondary endpoints with a 68% 3-month complete response rate in 22 patients, in their full-year 2023 financial results reported around late 2023/early 2024, with prior presentation at the Society of Urologic Oncology meeting in November 2023[1]."
IXHL,2024-02-28,50.6,48.58,188.1,473957,17.76,2.74,Gainer,Clinical Data,48.58,IHL-42X,"Incannex announced positive top-line results from a completed pharmacokinetics and safety study of IHL-42X on February 14, 2025, demonstrating successful bioavailability and a positive safety profile in a 125-patient trial."
SABS,2024-12-09,195.2,48.53,4.56,492100,8.17,5.94,Gainer,Clinical Data,48.53,"palbociclib, olaparib, ribociclib, inavolisib, niraparib","Multiple breast cancer clinical trial results were announced at the 2024 San Antonio Breast Cancer Symposium (SABCS) held in December 2024, including data on palbociclib improving progression-free survival by over 15 months, olaparib reducing death risk by 28%, and ribociclib extending disease-free survival in early-stage breast cancer."
OM,2025-11-11,63.9,-48.47,6.22,5284500,18.08,2.68,Loser,Clinical Data,48.47,detalimogene,"enGene announced preliminary clinical trial results from the LEGEND study for detalimogene on November 11, 2025, showing an improved 6-month complete response rate of 62% in high-risk BCG-unresponsive NMIBC patients under the amended protocol."
GALT,2024-12-20,192.1,-48.0,1.04,9268200,29.74,1.61,Loser,Clinical Data,48.0,belapectin,"Galectin Therapeutics (GALT) announced top-line results from the NAVIGATE clinical trial evaluating belapectin in patients with MASH cirrhosis and portal hypertension on December 20, 2024, showing encouraging safety, trends in the ITT population, and a statistically significant 48.9% reduction in new varices in the per-protocol population."
TNXP,2024-06-12,178.6,-47.89,111.0,51822,49.68,0.96,Loser,Clinical Data,47.89,TNX-102 SL (Tonmya),"No clinical trial data or results for TNXP were announced on or around June 12, 2024; the closest announcements were presentations of Phase 3 RESILIENT trial data for TNX-102 SL on June 3 at ASCP and June 6 at ATC[1][2]."
PMVP,2023-10-12,90.5,-47.58,2.49,3255300,28.6,1.66,Loser,Clinical Data,47.58,PC14586,"PMV Pharmaceuticals announced updated Phase 1 PYNNACLE clinical trial results for PC14586 on October 12, 2023, showing a 38% overall response rate at the recommended Phase 2 dose of 2000 mg daily and a median duration of response of seven months in TP53 Y220C and KRAS wild-type patients across multiple solid tumor types.[2][1]"
OSTX,2024-12-11,51.8,46.8,3.67,286100,8.93,5.24,Gainer,Clinical Data,46.8,OST-HER2,"No clinical trial data or results for OSTX (OST-HER2) were announced on or around December 11, 2024; topline data was expected in December 2024 with the initial Phase 2b primary endpoint announcement occurring on January 15, 2025, and a regulatory meeting scheduled for December 11, 2025."
ENGN,2025-11-11,677.2,46.76,8.82,51454300,11.86,3.94,Gainer,Clinical Data,46.76,detalimogene voraplasmid,"enGene announced Phase 2 LEGEND trial results on November 11, 2025, showing a 62% six-month complete response rate in 125 high-risk BCG-unresponsive NMIBC patients, with plans to file for FDA approval in the second half of 2026."
PTHS,2025-04-17,85.3,46.61,18.4,3960440,10.47,4.45,Gainer,Clinical Data,46.61,,"Pelthos Therapeutics Inc. (PTHS) announced an 8-K current report on April 17, 2025, which may include clinical trial data or results, though specifics are not detailed in available sources."
PRLD,2024-12-20,173.5,46.4,1.3,4441300,10.61,4.37,Gainer,Clinical Data,46.4,PRT2527,"Prelude Therapeutics presented preliminary Phase 1 interim clinical data for PRT2527 on December 11, 2024, showing an overall response rate of 17.4% as monotherapy and 38.5% in combination with zanubrutinib in patients with relapsed/refractory lymphoid malignancies."
NVCT,2024-11-14,234.7,-46.3,5.73,1713700,27.6,1.68,Loser,Clinical Data,46.3,NXP800,"Nuvectis Pharma (NVCT) announced encouraging interim Phase 1b clinical trial data for NXP800 on November 14, 2024, showing antitumor activity including one unconfirmed partial response and six stable diseases in eleven efficacy-evaluable patients with platinum-resistant ARID1a-mutated ovarian cancer, with an improved intermittent dosing schedule minimizing thrombocytopenia.[1][3]"
CABA,2025-10-31,319.6,46.15,3.61,35910200,8.97,5.15,Gainer,Clinical Data,46.15,rese-cel (formerly CABA-201),"Cabaletta Bio announced positive new and longer-term clinical data from 32 patients across four RESET trials (myositis, systemic sclerosis, lupus, and myasthenia gravis) at multiple medical meetings in October 2025, highlighting drug-free responses and a favorable safety profile supporting outpatient use[1][2]."
NBP,2025-06-03,378.2,46.09,1.87,3830400,8.34,5.53,Gainer,Clinical Data,46.09,NBP (NovaBridge Biosciences' givastomig and ragistomig),"NovaBridge Biosciences (NBP) announced positive updated Phase 1b clinical trial results for givastomig on December 4, 2025, showing 71-77% ORR and 16.9 months mPFS in gastric cancer, with data cutoffs including May 15 and December 2, 2025, but no announcements on or around June 3, 2025."
MIRA,2024-02-05,53.2,46.02,1.36,4938000,12.55,3.67,Gainer,Clinical Data,46.02,Ketamir-2,"No clinical trial data or results for MIRA were announced on or around 2024-02-05; the earliest relevant announcement in search results is completion of the Phase 1 SAD portion for Ketamir-2, with date unspecified but preceding later 2025-2026 updates."
